domain,dataset_name,model_seed,layer,target,target_dim,aggregate,member_index,status,target_dim_original,target_dim_active,target_dim_constant,target_variance_mean,target_unique_values,ridge_r2,ridge_mae,ridge_rmse,ridge_r2_median,ridge_r2_variance_weighted,ridge_nrmse,ridge_elapsed_seconds,train_samples,validation_samples,test_samples,mlp_r2,mlp_r2_std,mlp_mae,mlp_mae_std,mlp_rmse,mlp_rmse_std,mlp_nrmse,mlp_nrmse_std,mlp_r2_median,mlp_r2_variance_weighted,mlp_epochs,mlp_epochs_std,mlp_num_seeds,mlp_elapsed_seconds,delta_mlp_minus_ridge,probe_elapsed_seconds
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,delta_obs,48,member,0,ok,48,48,0,2.437718629837036,,0.6658021807670593,0.27987101674079895,0.6257781668026297,0.742612212896347,0.8344822525978088,0.543278157711029,0.11825722502544522,6429.0,1525.0,2046.0,0.6434188683827718,0.0019314140039954448,0.2877930700778961,0.0018606128269014223,0.6399793830249293,0.005538991261579684,0.5620428721110026,0.0016894447568848157,0.7248298724492391,0.8268717130025228,128.33333333333334,4.189935029992178,3.0,18.836706078029238,-0.02238331238428748,18.95497185504064
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,next_obs,48,member,0,ok,48,48,0,2.699336051940918,,0.8199006915092468,0.2810279428958893,0.606510472137287,0.9004042446613312,0.8563687801361084,0.36259451508522034,0.03159517399035394,6429.0,1525.0,2046.0,0.8150911927223206,0.00033268566572379027,0.27937570214271545,0.0006465893312016644,0.5972388527132585,0.0013644730670171793,0.3690086404482524,0.0004481831770922182,0.8973411321640015,0.8607258001963297,116.0,3.559026084010437,3.0,13.644533249083906,-0.0048094987869262695,13.676137672038749
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,reward,1,member,0,ok,1,1,0,3.708669464685954e-05,9962.0,0.8000688552856445,0.0017019830411300063,0.002691396237801418,0.8000688552856445,0.8000688552856445,1.2905200719833374,0.02228332799859345,6429.0,1525.0,2046.0,0.8514744639396667,0.0065740076510856435,0.0014215554498756926,3.261470002221701e-05,0.002319172558449737,5.098887181236762e-05,0.385297030210495,0.008471057765242472,0.8514744639396667,0.8514744838078817,93.33333333333333,5.90668171555645,3.0,9.181350685073994,0.05140560865402222,9.203639197978191
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,obs_sanity,48,member,0,ok,48,48,0,2.7091972827911377,,0.9755737781524658,0.09702656418085098,0.2142752060484972,0.9806230366230011,0.982276439666748,0.14863766729831696,0.03777686203829944,6429.0,1525.0,2046.0,0.9845820069313049,0.000150527019547376,0.07547332594792049,0.0007476208444215799,0.17743884734100204,0.0027584883186373282,0.1199054941534996,0.000729912118363807,0.9860659937063853,0.9878434737523397,500.0,0.0,3.0,53.91543301695492,0.009008228778839111,53.95321857801173
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,xy_t_sanity,2,member,0,ok,2,2,0,0.359200656414032,,0.9836045503616333,0.04965432733297348,0.06780331472516322,0.9836045503616333,0.9867238998413086,0.12683600187301636,0.021850017015822232,6429.0,1525.0,2046.0,0.9896620909372965,0.0010865916141807792,0.03996133431792259,0.002585371838308466,0.0565761601239956,0.0036227713135605056,0.10123170167207718,0.005351504521169721,0.9896620710690817,0.990718682607015,331.6666666666667,61.326086528400694,3.0,31.077111635939218,0.006057540575663212,31.09896958200261
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,xy_tp1,2,member,0,ok,2,2,0,0.3597598671913147,,0.9527617692947388,0.07947324216365814,0.10187924035439037,0.9527617692947388,0.9700884819030762,0.20914724469184875,0.018797534983605146,6429.0,1525.0,2046.0,0.9493077198664347,0.0016331870633957354,0.08318829536437988,0.0014726944999214763,0.10808578208316394,0.0019731708699952406,0.21810097495714822,0.0033545879500034483,0.9493077298005422,0.96632186571757,80.33333333333333,5.185449728701348,3.0,7.552264060010202,-0.0034540494283040735,7.571067912969738
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,delta_xy,2,member,0,ok,2,2,0,0.007480118423700333,,0.28989583253860474,0.05921163037419319,0.07332016608518799,0.28989583253860474,0.28917989134788513,0.8424266576766968,0.01792745990678668,6429.0,1525.0,2046.0,0.27460763851801556,0.007204720839521468,0.0600105474392573,0.0002531753007532662,0.074092996108847,0.00037370638661609446,0.8515525261561075,0.004163726887029324,0.27460763851801556,0.27409761150677997,46.0,1.4142135623730951,3.0,4.337315964046866,-0.015288194020589174,4.35524752701167
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,info_command,3,member,0,ok,3,3,0,0.38030576705932617,,0.9695023894309998,0.06524310261011124,0.1067180158846782,0.971962034702301,0.9690936803817749,0.1738230437040329,0.018254730035550892,6429.0,1525.0,2046.0,0.971484919389089,0.0001961003401411098,0.061860485623280205,0.0005591556694648385,0.10463845548057082,0.0009076192680946979,0.1687407394250234,0.0005304431924357007,0.9714257915814718,0.9702843030293783,165.66666666666666,60.73073539997867,3.0,15.613811190938577,0.0019825299580892297,15.632072375970893
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,info_pert_dir,0,member,0,skipped_constant_target,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
go2,Go2JoystickFlatTerrain-direction-expert-v1,0,h1,info_pert_duration,1,member,0,ok,1,1,0,4.717994689941406,8.0,-0.055876851081848145,1.9106760025024414,2.2038279825435207,-0.055876851081848145,-0.05587685480713844,1.0240830183029175,0.021173452027142048,6429.0,1525.0,2046.0,-0.06757410367329915,0.010190818825824167,1.9069041808446248,0.015418403074255441,2.215976472059291,0.01056229731388139,1.033222993214925,0.004924804334132498,-0.06757410367329915,-0.06757410367329915,32.666666666666664,1.247219128924647,3.0,3.192298762034625,-0.011697252591451004,3.2134796660393476
